Person,Item,Ratings
2047,whole milk,8
2048,whole milk,8
2048,ice cream,8
2048,pastry,6
2048,coffee,8
2048,shopping bags,8
2049,canned beer,8
2049,liquor,8
2050,salty snack,8
2051,root vegetables,9
2051,onions,9
2051,whipped/sour cream,8
2051,UHT-milk,8
2051,frozen dessert,8
2051,margarine,8
2051,syrup,6
2052,sausage,8
2052,citrus fruit,9
2052,other vegetables,9
2052,dessert,6
2052,yogurt,8
2052,whipped/sour cream,8
2052,hard cheese,8
2052,curd cheese,6
2052,white bread,8
2052,semi-finished bread,8
2052,cat food,8
2052,bottled water,8
2052,seasonal products,8
2052,softener,8
2052,flower soil/fertilizer,8
2052,flower (seeds),8
2053,brown bread,6
2054,other vegetables,9
2054,dessert,6
2054,waffles,6
2054,light bulbs,8
2055,sausage,8
2055,ham,8
2055,chicken,8
2055,other vegetables,9
2055,whole milk,8
2055,butter,8
2055,whipped/sour cream,8
2055,cream cheese ,8
2056,ham,8
2056,other vegetables,9
2056,whole milk,8
2056,frozen vegetables,8
2057,domestic eggs,8
2057,cat food,8
2057,bottled water,8
2058,sausage,8
2058,pip fruit,9
2058,onions,9
2058,spices,9
2058,cat food,8
2058,bottled beer,8
2058,newspapers,7
2059,root vegetables,9
2059,yogurt,8
2059,fruit/vegetable juice,8
2060,other vegetables,9
2060,yogurt,8
2061,citrus fruit,9
2061,whole milk,8
2061,specialty bar,8
2061,dish cleaner,8
2061,cling film/bags,8
2062,pork,8
2062,frozen potato products,8
2062,soda,4
2063,onions,9
2063,dessert,6
2063,yogurt,8
2063,domestic eggs,8
2063,rolls/buns,8
2063,brown bread,6
2063,pastry,6
2063,cat food,8
2063,bottled water,8
2063,soda,4
2063,fruit/vegetable juice,8
2063,long life bakery product,4
2063,chocolate,8
2063,female sanitary products,7
2063,napkins,7
2064,other vegetables,9
2064,whole milk,8
2064,yogurt,8
2064,spices,9
2065,chicken,8
2065,pork,8
2065,beef,8
2065,berries,9
2065,sliced cheese,8
2065,jam,8
2065,shopping bags,8
2066,pip fruit,9
2066,margarine,8
2067,berries,9
2067,chewing gum,8
2067,seasonal products,8
2067,newspapers,7
2068,whole milk,8
2068,specialty bar,8
2069,chicken,8
2069,canned beer,8
2069,shopping bags,8
2070,pork,8
2070,onions,9
2070,pastry,6
2070,potato products,9
2070,bottled water,8
2071,whole milk,8
2071,specialty fat,8
2071,soda,4
2072,pork,8
2072,tropical fruit,9
2072,berries,9
2072,whole milk,8
2072,yogurt,8
2072,white bread,8
2072,oil,8
2073,cat food,8
2073,chocolate,8
2074,finished products,8
2074,citrus fruit,9
2074,yogurt,8
2074,pastry,6
2074,soda,4
2074,waffles,6
2074,shopping bags,8
2075,brown bread,6
2075,margarine,8
2075,long life bakery product,4
2075,flower (seeds),8
2076,berries,9
2076,dessert,6
2076,whipped/sour cream,8
2076,bottled water,8
2076,soda,4
2076,fruit/vegetable juice,8
2076,white wine,8
2077,ham,8
2077,whole milk,8
2077,domestic eggs,8
2077,pastry,6
2077,oil,8
2077,baking powder,6
2077,chewing gum,8
2077,chocolate marshmallow,8
2078,fish,8
2078,brown bread,6
2078,pet care,8
2078,napkins,7
2079,pastry,6
2079,canned beer,8
2079,shopping bags,8
2080,sausage,8
2080,pastry,6
2081,whole milk,8
2081,yogurt,8
2081,spread cheese,8
2081,semi-finished bread,8
2081,baking powder,6
2081,soda,4
2081,cake bar,6
2081,chocolate,8
2081,specialty bar,8
2082,bottled beer,8
2083,whole milk,8
2083,brown bread,6
2084,sausage,8
2084,root vegetables,9
2084,white bread,8
2084,roll products ,8
2084,semi-finished bread,8
2084,soda,4
2084,napkins,7
2085,soda,4
2085,chocolate,8
2085,chocolate marshmallow,8
2086,ham,8
2086,whole milk,8
2086,dessert,6
2086,processed cheese,8
2086,bottled water,8
2086,soda,4
2086,fruit/vegetable juice,8
2086,chocolate,8
2087,bottled beer,8
2087,canned beer,8
2088,sausage,8
2088,ham,8
2088,whole milk,8
2088,dessert,6
2088,margarine,8
2088,baking powder,6
2088,bottled water,8
2089,sausage,8
2089,chicken,8
2089,other vegetables,9
2089,whole milk,8
2089,yogurt,8
2089,cream cheese ,8
2089,brown bread,6
2089,soda,4
2090,sausage,8
2090,root vegetables,9
2090,other vegetables,9
2090,dessert,6
2090,yogurt,8
2090,whipped/sour cream,8
2090,sliced cheese,8
2090,domestic eggs,8
2090,white bread,8
2090,pastry,6
2090,bottled water,8
2090,fruit/vegetable juice,8
2090,popcorn,8
2091,sausage,8
2091,rolls/buns,8
2091,white wine,8
2092,pork,8
2093,root vegetables,9
2093,yogurt,8
2093,beverages,8
2093,domestic eggs,8
2093,white bread,8
2093,cat food,8
2094,citrus fruit,9
2094,whole milk,8
2094,baking powder,6
2094,cocoa drinks,8
2094,skin care,7
2094,shopping bags,8
2095,other vegetables,9
2096,whole milk,8
2096,soda,4
2097,yogurt,8
2097,ice cream,8
2097,white bread,8
2097,sweet spreads,8
2097,shopping bags,8
2098,UHT-milk,8
2098,mayonnaise,8
2098,rolls/buns,8
2098,pickled vegetables,8
2098,soda,4
2098,hygiene articles,7
2098,shopping bags,8
2099,citrus fruit,9
2099,tropical fruit,9
2099,pip fruit,9
2099,other vegetables,9
2099,rolls/buns,8
2099,misc. beverages,8
2099,fruit/vegetable juice,8
2100,citrus fruit,9
2100,pip fruit,9
2100,whole milk,8
2100,bottled water,8
2101,whole milk,8
2101,butter milk,8
2101,whipped/sour cream,8
2101,ice cream,8
2101,brown bread,6
2101,specialty chocolate,8
2101,candy,8
2101,dish cleaner,8
2102,canned beer,8
2103,rolls/buns,8
2103,sugar,6
2103,sweet spreads,8
2103,chewing gum,8
2103,newspapers,7
2104,sausage,8
2104,rolls/buns,8
2104,soda,4
2105,frozen fish,8
2105,bottled beer,8
2106,other vegetables,9
2106,whole milk,8
2106,baking powder,6
2106,coffee,8
2106,flower (seeds),8
2107,rolls/buns,8
2107,soda,4
2108,tropical fruit,9
2108,other vegetables,9
2108,whole milk,8
2108,frozen vegetables,8
2108,pastry,6
2108,cake bar,6
2109,butter milk,8
2109,hard cheese,8
2110,sausage,8
2110,butter milk,8
2110,soft cheese,8
2110,rolls/buns,8
2110,instant coffee,8
2110,shopping bags,8
2111,pastry,6
2111,soda,4
2112,spread cheese,8
2112,fruit/vegetable juice,8
2113,rolls/buns,8
2113,sweet spreads,8
2113,canned fish,8
2113,chewing gum,8
2113,newspapers,7
2114,frankfurter,8
2114,onions,9
2114,candy,8
2114,detergent,6
2115,frankfurter,8
2115,pip fruit,9
2115,newspapers,7
2116,condensed milk,8
2116,pastry,6
2116,coffee,8
2116,soda,4
2116,red/blush wine,8
2116,salty snack,8
2116,nut snack,
2116,long life bakery product,4
2116,waffles,6
2116,cookware,8
2117,rolls/buns,8
2117,canned beer,8
2118,frankfurter,8
2118,whole milk,8
2118,brown bread,6
2118,cake bar,6
2118,specialty bar,8
2118,shopping bags,8
2119,rolls/buns,8
2119,bottled beer,8
2120,rolls/buns,8
2120,white bread,8
2120,dish cleaner,8
2120,shopping bags,8
2121,other vegetables,9
2121,whole milk,8
2121,soda,4
2121,chocolate,8
2122,sausage,8
2122,tropical fruit,9
2122,other vegetables,9
2122,whole milk,8
2122,yogurt,8
2122,coffee,8
2122,shopping bags,8
2123,coffee,8
2124,pip fruit,9
2124,other vegetables,9
2124,whole milk,8
2124,yogurt,8
2124,beverages,8
2124,frozen potato products,8
2124,rolls/buns,8
2124,fruit/vegetable juice,8
2125,citrus fruit,9
2125,pip fruit,9
2126,flour,6
2126,bottled water,8
2126,chocolate,8
2126,specialty chocolate,8
2127,frankfurter,8
2127,rolls/buns,8
2128,soda,4
2129,soda,4
2130,root vegetables,9
2131,pork,8
2131,whole milk,8
2131,rolls/buns,8
2131,artif. sweetener,8
2131,baking powder,6
2131,specialty chocolate,8
2131,house keeping products,8
2131,newspapers,7
2132,frozen vegetables,8
2132,rolls/buns,8
2132,pastry,6
2133,tropical fruit,9
2133,other vegetables,9
2133,whole milk,8
2133,frozen meals,8
2134,citrus fruit,9
2134,whole milk,8
2134,whipped/sour cream,8
2134,rolls/buns,8
2134,pastry,6
2135,frankfurter,8
2135,beef,8
2135,other vegetables,9
2135,rolls/buns,8
2136,other vegetables,9
2136,whole milk,8
2136,rolls/buns,8
2136,vinegar,8
2136,margarine,8
2136,soda,4
2136,waffles,6
2137,sweet spreads,8
2137,cat food,8
2138,frankfurter,8
2138,sausage,8
2138,other vegetables,9
2138,domestic eggs,8
2138,ketchup,8
2138,canned fish,8
2138,soda,4
2138,long life bakery product,4
2138,shopping bags,8
2139,pork,8
2139,beef,8
2139,other vegetables,9
2139,hard cheese,8
2139,cream cheese ,8
2139,rolls/buns,8
2139,brown bread,6
2139,napkins,7
2140,sausage,8
2140,ham,8
2140,finished products,8
2140,frozen meals,8
2140,salty snack,8
2140,long life bakery product,4
2140,waffles,6
2140,shopping bags,8
2141,pip fruit,9
2141,soda,4
2142,bottled beer,8
2142,canned beer,8
2143,beverages,8
2144,liver loaf,8
2144,whole milk,8
2144,yogurt,8
2145,frankfurter,8
2145,onions,9
2145,soft cheese,8
2145,white bread,8
2145,pastry,6
2145,salt,8
2145,chocolate,8
2145,newspapers,7
2145,shopping bags,8
2146,berries,9
2146,onions,9
2146,whipped/sour cream,8
2146,brown bread,6
2146,pasta,8
2146,liquor,8
2146,dishes,8
2147,curd,8
2147,tidbits,8
2147,soda,4
2148,sausage,8
2148,whole milk,8
2148,bottled beer,8
2149,onions,9
2149,whole milk,8
2149,curd,8
2149,yogurt,8
2149,hard cheese,8
2149,domestic eggs,8
2149,bottled water,8
2149,cleaner,6
2150,soda,4
2151,soda,4
2151,bottled beer,8
2152,chicken,8
2152,citrus fruit,9
2152,yogurt,8
2152,UHT-milk,8
2152,soft cheese,8
2152,rolls/buns,8
2152,margarine,8
2152,mustard,8
2152,coffee,8
2152,kitchen towels,8
2152,candles,8
2153,cream cheese ,8
2154,bottled water,8
2154,fruit/vegetable juice,8
2155,chocolate,8
2156,cream cheese ,8
2156,white bread,8
2156,sweet spreads,8
2156,cat food,8
2156,coffee,8
2156,syrup,6
2156,specialty bar,8
2157,whole milk,8
2157,soda,4
2157,canned beer,8
2157,liquor (appetizer),8
2157,newspapers,7
2158,whole milk,8
2158,domestic eggs,8
2158,rolls/buns,8
2158,brown bread,6
2158,specialty chocolate,8
2158,shopping bags,8
2159,fruit/vegetable juice,8
2160,onions,9
2160,spread cheese,8
2161,tropical fruit,9
2161,other vegetables,9
2161,yogurt,8
2161,mayonnaise,8
2161,mustard,8
2161,newspapers,7
2162,tropical fruit,9
2162,grapes,8
2162,other vegetables,9
2162,bottled beer,8
2162,popcorn,8
2163,pastry,6
2164,hamburger meat,8
2164,semi-finished bread,8
2164,Instant food products,8
2165,frankfurter,8
2166,tropical fruit,9
2166,other vegetables,9
2166,whole milk,8
2166,curd,8
2166,frozen dessert,8
2166,rolls/buns,8
2166,margarine,8
2166,jam,8
2167,butter,8
2168,rolls/buns,8
2168,misc. beverages,8
2169,sausage,8
2169,beef,8
2169,other vegetables,9
2169,frozen fish,8
2169,domestic eggs,8
2169,roll products ,8
2169,margarine,8
2169,sugar,6
2169,baking powder,6
2169,coffee,8
2169,kitchen towels,8
2169,shopping bags,8
2170,citrus fruit,9
2170,tropical fruit,9
2170,pip fruit,9
2170,grapes,8
2170,onions,9
2170,other vegetables,9
2170,sliced cheese,8
2170,cream cheese ,8
2170,mayonnaise,8
2170,ice cream,8
2170,frozen dessert,8
2170,margarine,8
2170,mustard,8
2170,soups,4
2170,pickled vegetables,8
2170,coffee,8
2170,long life bakery product,4
2170,chocolate,8
2170,seasonal products,8
2170,female sanitary products,7
2170,hygiene articles,7
2170,cling film/bags,8
2171,tropical fruit,9
2171,other vegetables,9
2172,pork,8
2172,beef,8
2172,root vegetables,9
2172,whole milk,8
2172,pasta,8
2172,margarine,8
2172,jam,8
2172,bottled water,8
2173,whole milk,8
2174,hamburger meat,8
2174,rolls/buns,8
2175,frankfurter,8
2175,frozen potato products,8
2176,sausage,8
2176,beef,8
2176,citrus fruit,9
2176,sweet spreads,8
2176,coffee,8
2177,other vegetables,9
2177,bottled beer,8
2178,ham,8
2178,onions,9
2178,other vegetables,9
2178,brown bread,6
2178,margarine,8
2179,bottled beer,8
2180,pip fruit,9
2180,soda,4
2180,cake bar,6
2180,specialty chocolate,8
2181,pasta,8
2181,vinegar,8
2181,soda,4
2181,fruit/vegetable juice,8
2181,sparkling wine,8
2181,napkins,7
2182,pip fruit,9
2182,nuts/prunes,9
2182,curd,8
2182,frozen dessert,8
2182,sweet spreads,8
2182,light bulbs,8
2183,pork,8
2183,dessert,6
2183,soda,4
2183,shopping bags,8
2184,frankfurter,8
2184,sausage,8
2184,other vegetables,9
2184,hard cheese,8
2184,rolls/buns,8
2185,rolls/buns,8
2185,rum,8
2186,sausage,8
2186,meat,8
2186,other vegetables,9
2186,curd,8
2186,sliced cheese,8
2186,domestic eggs,8
2186,rolls/buns,8
2186,pastry,6
2186,cat food,8
2186,bottled water,8
2186,soda,4
2186,newspapers,7
2186,shopping bags,8
2187,tropical fruit,9
2187,cream cheese ,8
2187,chocolate,8
2188,chicken,8
2188,hamburger meat,8
2188,other vegetables,9
2189,whole milk,8
2189,yogurt,8
2190,ham,8
2191,soda,4
2192,chicken,8
2192,hamburger meat,8
2192,other vegetables,9
2193,canned beer,8
2194,pip fruit,9
2194,pastry,6
2195,tropical fruit,9
2195,pip fruit,9
2195,whole milk,8
2195,cream cheese ,8
2195,frozen dessert,8
2195,rolls/buns,8
2195,bottled water,8
2195,waffles,6
2195,napkins,7
2195,dishes,8
2196,domestic eggs,8
2196,rolls/buns,8
2197,meat,8
2197,pork,8
2197,tropical fruit,9
2197,whole milk,8
2197,curd,8
2197,rolls/buns,8
2197,cat food,8
2197,bottled water,8
2197,soda,4
2198,citrus fruit,9
2198,male cosmetics,7
2199,sausage,8
2199,citrus fruit,9
2199,pip fruit,9
2199,root vegetables,9
2199,herbs,9
2199,other vegetables,9
2199,curd,8
2199,yogurt,8
2199,soft cheese,8
2199,cat food,8
2199,shopping bags,8
2200,rolls/buns,8
2200,tea,8
2201,light bulbs,8
2202,rolls/buns,8
2202,newspapers,7
2203,meat,8
2203,tropical fruit,9
2203,beverages,8
2203,sweet spreads,8
2203,shopping bags,8
2204,root vegetables,9
2204,herbs,9
2204,frozen vegetables,8
2204,bottled water,8
2204,shopping bags,8
2205,tropical fruit,9
2205,zwieback,8
2205,bottled water,8
2206,citrus fruit,9
2206,tropical fruit,9
2206,pip fruit,9
2206,berries,9
2206,bottled water,8
2206,soda,4
2206,red/blush wine,8
2207,whole milk,8
2207,beverages,8
2207,frozen meals,8
2207,frozen dessert,8
2208,margarine,8
2208,napkins,7
2209,hamburger meat,8
2209,whole milk,8
2209,ice cream,8
2209,domestic eggs,8
2209,white bread,8
2209,pastry,6
2209,margarine,8
2209,sweet spreads,8
2209,soda,4
2209,fruit/vegetable juice,8
2209,syrup,6
2209,red/blush wine,8
2209,salty snack,8
2209,popcorn,8
2209,shopping bags,8
2210,dessert,6
2210,rolls/buns,8
2210,bottled water,8
2210,specialty bar,8
2211,beef,8
2211,whipped/sour cream,8
2211,napkins,7
2212,other vegetables,9
2212,beverages,8
2212,domestic eggs,8
2212,brown bread,6
2212,pastry,6
2212,soda,4
2212,newspapers,7
2213,tropical fruit,9
2213,other vegetables,9
2213,whole milk,8
2213,mustard,8
2213,bottled water,8
2214,chicken,8
2214,beef,8
2214,citrus fruit,9
2214,tropical fruit,9
2214,pip fruit,9
2214,root vegetables,9
2214,other vegetables,9
2214,whole milk,8
2214,rolls/buns,8
2215,brown bread,6
2215,fruit/vegetable juice,8
2215,newspapers,7
2215,shopping bags,8
2216,sausage,8
2216,hamburger meat,8
2216,whole milk,8
2216,pastry,6
2216,shopping bags,8
2217,hamburger meat,8
2217,whole milk,8
2217,curd,8
2217,rolls/buns,8
2217,Instant food products,8
2217,hygiene articles,7
2217,napkins,7
2218,pork,8
2218,root vegetables,9
2218,onions,9
2218,other vegetables,9
2218,yogurt,8
2218,domestic eggs,8
2219,sausage,8
2219,citrus fruit,9
2219,tropical fruit,9
2219,pip fruit,9
2219,flour,6
2219,baking powder,6
2220,soda,4
2221,sweet spreads,8
2221,soda,4
2221,waffles,6
2222,pastry,6
2222,instant coffee,8
2223,other vegetables,9
2223,whole milk,8
2223,pastry,6
2223,flour,6
2223,margarine,8
2223,canned fish,8
2223,long life bakery product,4
2223,chocolate,8
2224,root vegetables,9
2224,whole milk,8
2224,yogurt,8
2224,jam,8
2224,bottled water,8
2224,soda,4
2224,bottled beer,8
2224,specialty chocolate,8
2224,hygiene articles,7
2225,whipped/sour cream,8
2225,pastry,6
2225,canned fish,8
2225,soda,4
2225,waffles,6
2225,dish cleaner,8
2225,napkins,7
2226,whole milk,8
2226,hard cheese,8
2226,coffee,8
2227,whole milk,8
2227,whipped/sour cream,8
2227,specialty cheese,8
2227,domestic eggs,8
2227,dog food,8
2227,soda,4
2227,chewing gum,8
2228,citrus fruit,9
2228,whole milk,8
2228,butter,8
2228,pastry,6
2228,semi-finished bread,8
2228,coffee,8
2228,candy,8
2228,newspapers,7
2228,shopping bags,8
2229,other vegetables,9
2229,whipped/sour cream,8
2230,pork,8
2230,root vegetables,9
2230,sliced cheese,8
2230,frozen vegetables,8
2230,frozen potato products,8
2230,mustard,8
2230,bottled water,8
2230,fruit/vegetable juice,8
2230,napkins,7
2230,shopping bags,8
2231,pip fruit,9
2231,onions,9
2231,whole milk,8
2232,bottled beer,8
2233,other vegetables,9
2234,whole milk,8
2234,curd,8
2234,yogurt,8
2234,whipped/sour cream,8
2234,canned vegetables,8
2234,soda,4
2234,shopping bags,8
2235,pastry,6
2235,soda,4
2236,sausage,8
2236,brown bread,6
2236,meat spreads,8
2236,canned fish,8
2237,sausage,8
2237,liver loaf,8
2237,specialty cheese,8
2237,soda,4
2238,salty snack,8
2239,dessert,6
2240,pork,8
2240,hamburger meat,8
2240,herbs,9
2240,yogurt,8
2240,hard cheese,8
2240,brown bread,6
2240,sweet spreads,8
2240,soda,4
2241,frankfurter,8
2241,sausage,8
2241,tropical fruit,9
2241,whole milk,8
2241,frozen fish,8
2241,white wine,8
2241,chewing gum,8
2241,newspapers,7
2242,butter,8
2243,other vegetables,9
2243,white bread,8
2243,margarine,8
2243,canned beer,8
2243,rum,8
2244,liver loaf,8
2244,rolls/buns,8
2244,soda,4
2245,frankfurter,8
2245,sausage,8
2245,hard cheese,8
2245,soda,4
2245,nut snack,
2245,shopping bags,8
2246,whole milk,8
2246,curd,8
2246,butter milk,8
2246,beverages,8
2246,tidbits,8
2246,long life bakery product,4
2246,waffles,6
2246,dental care,8
2247,frankfurter,8
2247,chicken,8
2247,brown bread,6
2247,oil,8
2248,root vegetables,9
2248,bottled water,8
2248,bottled beer,8
2249,soda,4
2250,butter,8
2250,yogurt,8
2250,whipped/sour cream,8
2251,cat food,8
2251,bottled water,8
2251,white wine,8
2251,shopping bags,8
2252,chewing gum,8
2253,berries,9
2253,root vegetables,9
2253,whole milk,8
2253,whipped/sour cream,8
2253,shopping bags,8
2254,other vegetables,9
2255,yogurt,8
2255,rolls/buns,8
2256,tropical fruit,9
2256,other vegetables,9
2256,whole milk,8
2256,fruit/vegetable juice,8
2256,long life bakery product,4
2256,shopping bags,8
2257,whole milk,8
2258,curd,8
2258,canned beer,8
2258,waffles,6
2258,candy,8
2259,whole milk,8
2259,butter,8
2259,hard cheese,8
2259,white wine,8
2260,bottled water,8
2261,soda,4
2261,chocolate,8
2261,specialty chocolate,8
2262,sausage,8
